"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2017","2017",2136670,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2018","2018",2188445,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2019","2019",2245005,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2020","2020",2206200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2021","2021",2382040,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CAN","Canada","2022","2022",2399215,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2010","2010",299371,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2011","2011",309353,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2012","2012",314322,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2013","2013",316588,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2014","2014",323946,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2015","2015",326733,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2016","2016",335081,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2017","2017",344418,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2018","2018",353862,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2019","2019",356553,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2020","2020",369137,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","CZE","Czechia","2021","2021",376920,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2010","2010",523000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2011","2011",513000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2012","2012",507000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2013","2013",511000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2014","2014",508000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2015","2015",506000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2016","2016",506000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2017","2017",511000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2018","2018",518000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2019","2019",524000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2020","2020",531000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DNK","Denmark","2021","2021",555000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2010","2010",372000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2011","2011",382000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2012","2012",392400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2013","2013",395900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2014","2014",397200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2015","2015",402400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2016","2016",407800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2017","2017",413900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2018","2018",426600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2019","2019",442600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2020","2020",443300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FIN","Finland","2021","2021",467700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2010","2010",3624000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2011","2011",3691000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2012","2012",3731000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2013","2013",3777000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2014","2014",3835000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2015","2015",3869000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2016","2016",3890000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2017","2017",3910000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2018","2018",3915000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2019","2019",3933000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2020","2020",3965000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","FRA","France","2021","2021",4035000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2010","2010",4875000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2011","2011",4965000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2012","2012",5086000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2013","2013",5192000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2014","2014",5317000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2015","2015",5493000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2016","2016",5681000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2017","2017",5812000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2018","2018",5924000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2019","2019",6038000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2020","2020",6143000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","DEU","Germany","2021","2021",6268000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2010","2010",239857,"B","Break"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2011","2011",238196,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2012","2012",239261,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2013","2013",244710,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2014","2014",249393,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2015","2015",243794,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2016","2016",252885,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2017","2017",251215,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2018","2018",259068,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2019","2019",268660,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2020","2020",275403,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","GRC","Greece","2021","2021",283300,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2010","2010",265258,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2011","2011",276400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2012","2012",270666,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2013","2013",279869,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2014","2014",292352,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2015","2015",296577,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2016","2016",305168,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2017","2017",303987,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2018","2018",312540,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2019","2019",318598,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2020","2020",323901,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","HUN","Hungary","2021","2021",323614,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2010","2010",20100,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2011","2011",19600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2012","2012",19800,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2013","2013",20100,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2014","2014",20600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2015","2015",20900,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2016","2016",20900,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2017","2017",21500,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2018","2018",22400,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2019","2019",23600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2020","2020",25500,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2021","2021",25900,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ISL","Iceland","2022","2022",26600,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2010","2010",251998.34,"B","Break"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2011","2011",254564.02,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2012","2012",256801.47,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2013","2013",260263.6,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2014","2014",263818.18,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2015","2015",269434.59,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2016","2016",273462.5,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2017","2017",280222,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2018","2018",283484.47,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2019","2019",290205.59,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2020","2020",287406.98,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","IRL","Ireland","2021","2021",307093.53,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2010","2010",1740000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2011","2011",1776700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2012","2012",1797200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",1816600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",1854000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",1886900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2016","2016",1920600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2017","2017",1942700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2018","2018",1977400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2019","2019",1982200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2020","2020",2005900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2021","2021",2008200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2022","2022",2017800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2010","2010",6799000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2011","2011",7020000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2012","2012",7313000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2013","2013",7510000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2014","2014",7738000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2015","2015",8030000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2016","2016",8264000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2017","2017",8321000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2018","2018",8515000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2019","2019",8641000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2020","2020",8805000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2021","2021",9008000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2010","2010",1162000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2011","2011",1328200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2012","2012",1415300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2013","2013",1565500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2014","2014",1708500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2015","2015",1781000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2016","2016",1860800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2017","2017",1921300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2018","2018",2046200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2019","2019",2206000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2020","2020",2336300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2021","2021",2534000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2010","2010",31969,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2011","2011",33934,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2012","2012",36181,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2013","2013",38802,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2014","2014",40276,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2015","2015",41844,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2016","2016",42938,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",44955,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2018","2018",46520,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2019","2019",48602,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2020","2020",50428,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2021","2021",51508,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2010","2010",1049101,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2011","2011",1065658,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2012","2012",1079566,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2013","2013",1101244,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2014","2014",1102526,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2015","2015",1113884,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2016","2016",1129500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2017","2017",1143732,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2018","2018",1159743,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2019","2019",1167761,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2020","2020",1195395,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2021","2021",1211021,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2010","2010",1394000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2011","2011",1420000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2012","2012",1436000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2013","2013",1427000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2014","2014",1397000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2015","2015",1378000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2016","2016",1376000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2017","2017",1403000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2018","2018",1439000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2019","2019",1493000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2020","2020",1531000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2021","2021",1573000,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2013","2013",242700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2014","2014",250700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2015","2015",255600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2016","2016",253900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2017","2017",261200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2018","2018",277600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2019","2019",284400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2020","2020",293600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NZL","New Zealand","2021","2021",296700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2010","2010",523000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2011","2011",536000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2012","2012",545000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2013","2013",555000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2014","2014",562000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2015","2015",569000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NOR","Norway","2016","2016",578000,,
