"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",273,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",280,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",282,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",284,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",282,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",277,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",275,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2018","2018",268,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2019","2019",265,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2020","2020",267,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","AUT","Austria","2021","2021",268,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",127,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",126,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",123,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",121,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",118,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",117,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",114,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2018","2018",114,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2019","2019",115,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2020","2020",114,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","AUT","Austria","2021","2021",114,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",157,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",158,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",159,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",157,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",152,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",150,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2018","2018",147,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2019","2019",144,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2020","2020",143,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","AUT","Austria","2021","2021",143,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",43,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",41,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2018","2018",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2019","2019",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2020","2020",42,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2021","2021",42,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2010","2010",71,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2011","2011",74,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2012","2012",81,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2013","2013",81,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2014","2014",83,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2015","2015",83,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2016","2016",83,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2017","2017",84,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2018","2018",79,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2019","2019",79,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2020","2020",82,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","AUT","Austria","2021","2021",83,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",195,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",195,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",194,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",190,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",180,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",179,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",177,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",175,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",174,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2019","2019",164,"B","Break"
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2020","2020",163,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2021","2021",163,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","BEL","Belgium","2022","2022",162,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",131,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",128,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",127,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",124,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",116,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",115,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",115,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",114,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2019","2019",104,"B","Break"
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2020","2020",104,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2021","2021",104,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","BEL","Belgium","2022","2022",103,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",46,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",46,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",45,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",44,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",41,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",40,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2019","2019",38,"B","Break"
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2020","2020",38,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2021","2021",39,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","BEL","Belgium","2022","2022",39,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2010","2010",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2011","2011",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2012","2012",149,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2013","2013",146,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2014","2014",139,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2015","2015",139,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2016","2016",137,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2017","2017",135,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2018","2018",134,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2019","2019",126,"B","Break"
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2020","2020",125,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2021","2021",124,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","BEL","Belgium","2022","2022",123,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",724,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",725,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",720,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",722,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",720,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",719,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",722,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2017","2017",722,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2018","2018",715,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2019","2019",709,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2020","2020",702,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CAN","Canada","2021","2021",706,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",573,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",584,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",584,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",586,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",590,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2017","2017",589,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2018","2018",548,"B","Break"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2019","2019",551,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2020","2020",550,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CAN","Canada","2021","2021",551,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",717,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",718,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",713,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",715,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",713,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",712,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",715,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2017","2017",715,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2018","2018",708,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2019","2019",702,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2020","2020",695,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CAN","Canada","2021","2021",699,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2010","2010",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2011","2011",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2012","2012",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2013","2013",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2014","2014",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2015","2015",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2016","2016",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2017","2017",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2018","2018",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2019","2019",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2020","2020",7,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CAN","Canada","2021","2021",7,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2010","2010",255,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2011","2011",255,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2012","2012",252,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2013","2013",253,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2014","2014",257,"B","Break"
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2015","2015",256,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2016","2016",260,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2017","2017",258,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2018","2018",256,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2019","2019",258,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2020","2020",263,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2021","2021",265,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","CZE","Czechia","2022","2022",266,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2010","2010",145,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2011","2011",142,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2012","2012",141,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2013","2013",141,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2014","2014",141,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2015","2015",141,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2016","2016",140,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2017","2017",143,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2018","2018",140,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2019","2019",140,"E","Estimated value"
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2020","2020",140,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2021","2021",139,,
"HOSPGHOS","General hospitals","NOMBRENB","Number","CZE","Czechia","2022","2022",141,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2010","2010",162,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2011","2011",160,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2012","2012",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2013","2013",156,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2014","2014",163,"B","Break"
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2015","2015",159,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2016","2016",161,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2017","2017",161,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2018","2018",158,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2019","2019",158,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2020","2020",164,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2021","2021",161,,
"HOSPPUHO","Publicly owned hospitals","NOMBRENB","Number","CZE","Czechia","2022","2022",162,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2010","2010",4,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2011","2011",4,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2012","2012",4,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2013","2013",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2014","2014",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2015","2015",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2016","2016",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2017","2017",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2018","2018",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2019","2019",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2020","2020",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2021","2021",3,,
"HOSPNPHO","Not-for-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2022","2022",3,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2010","2010",89,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2011","2011",91,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2012","2012",92,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2013","2013",94,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2014","2014",91,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2015","2015",94,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2016","2016",96,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2017","2017",94,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2018","2018",95,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2019","2019",97,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2020","2020",96,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2021","2021",101,,
"HOSPFRHO","For-profit privately owned hospitals","NOMBRENB","Number","CZE","Czechia","2022","2022",101,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2010","2010",280,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2011","2011",275,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2012","2012",263,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2013","2013",259,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2014","2014",258,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2015","2015",268,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2016","2016",262,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2017","2017",247,,
"HOSPTHOS","Hospitals","NOMBRENB","Number","FIN","Finland","2018","2018",241,,
